ID,SITENO,DATE,LONGITUDE,LATITUDE,CL,TDS,GROUNDWATE,TEMPRETURE
372,SZ14,2008-12-23,114.4172900000,22.6245500000,52.1100000000,343.4700000000,17.1290000000,25.4000000000
393,SZ14,2009-01-05,114.4172900000,22.6245500000,66.3577500000,367.4576500000,17.4545000000,25.3500000000
414,SZ14,2009-01-18,114.4172900000,22.6245500000,76.7400000000,370.0400000000,17.7800000000,25.3000000000
435,SZ14,2009-02-01,114.4172900000,22.6245500000,76.2816000000,367.4064000000,17.7785000000,25.5000000000
456,SZ14,2009-02-21,114.4172900000,22.6245500000,82.1800000000,395.3900000000,17.7770000000,25.7000000000
477,SZ14,2009-03-01,114.4172900000,22.6245500000,82.0029000000,400.9620000000,17.7870000000,25.7500000000
498,SZ14,2009-03-20,114.4172900000,22.6245500000,78.6100000000,390.8100000000,17.7970000000,25.8000000000
519,SZ14,2009-04-15,114.4172900000,22.6245500000,57.3700000000,329.7800000000,17.6270000000,25.5000000000
540,SZ14,2009-04-30,114.4172900000,22.6245500000,69.1800000000,344.3250000000,17.5920000000,25.2000000000
561,SZ14,2009-05-15,114.4172900000,22.6245500000,80.9900000000,358.8700000000,17.5570000000,24.9000000000
582,SZ14,2009-05-30,114.4172900000,22.6245500000,99.1957547170,373.8183856502,15.8874439462,22.6000000000
603,SZ14,2009-06-15,114.4172900000,22.6245500000,113.2000000000,436.1200000000,17.7670000000,25.0000000000
623,SZ14,2009-06-30,114.4172900000,22.6245500000,136.0913461538,493.1779279279,16.6685446009,22.5600000000
641,SZ14,2009-07-15,114.4172900000,22.6245500000,150.9800000000,584.5300000000,17.7470000000,24.9000000000
659,SZ14,2009-07-30,114.4172900000,22.6245500000,69.0560975610,342.4739819005,17.1203791469,22.5700000000
677,SZ14,2009-08-15,114.4172900000,22.6245500000,44.0500000000,309.7350000000,18.1670000000,24.8000000000
695,SZ14,2009-08-30,114.4172900000,22.6245500000,33.8900000000,271.8050000000,18.1670000000,24.8000000000
713,SZ14,2009-09-15,114.4172900000,22.6245500000,33.8900000000,271.8050000000,17.9870000000,25.0000000000
731,SZ14,2009-09-30,114.4172900000,22.6245500000,108.7028301887,355.6614349776,17.8000000000,25.0000000000
749,SZ14,2009-10-15,114.4172900000,22.6245500000,196.5600000000,521.3200000000,17.7670000000,25.1000000000
767,SZ14,2009-10-30,114.4172900000,22.6245500000,210.6300000000,554.1200000000,17.1000000000,25.1000000000
205,SZ14,2009-11-15,114.4172900000,22.6245500000,204.6370380711,534.9162395739,16.9189544048,
331,SZ14,2009-11-30,114.4172900000,22.6245500000,110.7719106695,348.8379320522,17.6005448558,
408,SZ14,2009-12-15,114.4172900000,22.6245500000,106.2322510054,334.1152564475,17.0035962037,
583,SZ14,2009-12-30,114.4172900000,22.6245500000,104.8984700202,328.4930011794,16.7651249069,
15,SZ15,2008-03-05,114.4130900000,22.6140200000,6747.9235725216,19533.9133143120,-1.0224540582,
33,SZ15,2008-03-25,114.4130900000,22.6140200000,7413.7682507707,18454.5052849050,-1.1682909793,
51,SZ15,2008-04-10,114.4130900000,22.6140200000,8144.1570038272,17432.7562640560,-1.1840293194,
69,SZ15,2008-04-25,114.4130900000,22.6140200000,8722.3303359295,18259.2130720223,-0.7348030019,
87,SZ15,2008-05-10,114.4130900000,22.6140200000,9341.8523015728,19135.7761017998,-0.6699232467,
105,SZ15,2008-05-25,114.4130900000,22.6140200000,10005.4514163458,20051.9482107440,-0.5810065752,
123,SZ15,2008-06-10,114.4130900000,22.6140200000,10719.0980505035,21011.4689406281,0.5535650869,
143,SZ15,2008-06-25,114.4130900000,22.6140200000,11485.6280326531,22005.3050840932,0.6217190351,26.2900000000
164,SZ15,2008-07-10,114.4130900000,22.6140200000,11246.9000000000,24045.4100000000,0.2498604996,26.4000000000
185,SZ15,2008-07-25,114.4130900000,22.6140200000,10212.5000000000,20512.5600000000,0.1253186679,26.8000000000
206,SZ15,2008-08-10,114.4130900000,22.6140200000,10813.6700000000,22315.7900000000,0.0810000000,26.5000000000
227,SZ15,2008-08-25,114.4130900000,22.6140200000,11253.6026720000,21718.3971680000,0.0960000000,26.4000000000
248,SZ15,2008-09-15,114.4130900000,22.6140200000,10827.8736000000,19450.3584000000,0.0960000000,26.4000000000
269,SZ15,2008-09-25,114.4130900000,22.6140200000,11744.4000000000,18205.7900000000,0.1110000000,26.3000000000
290,SZ15,2008-10-15,114.4130900000,22.6140200000,11923.4659500000,19516.0977000000,0.0860000000,26.1000000000
311,SZ15,2008-11-15,114.4130900000,22.6140200000,16501.6571500000,26531.9843000000,0.0060000000,26.0250000000
332,SZ15,2008-11-27,114.4130900000,22.6140200000,17934.8600000000,27461.8700000000,-0.0490000000,26.1500000000
353,SZ15,2008-12-15,114.4130900000,22.6140200000,15404.4633000000,25036.1656000000,0.1610000000,25.0750000000
374,SZ15,2008-12-23,114.4130900000,22.6140200000,13826.9200000000,24159.0900000000,0.3710000000,24.0000000000
395,SZ15,2009-01-05,114.4130900000,22.6140200000,14845.3488000000,25825.4269000000,0.2855000000,23.6000000000
416,SZ15,2009-01-18,114.4130900000,22.6140200000,14999.0000000000,25987.3700000000,0.2000000000,23.2000000000
437,SZ15,2009-02-01,114.4130900000,22.6140200000,14026.0656000000,24712.7856000000,0.4005000000,23.3500000000
458,SZ15,2009-02-21,114.4130900000,22.6140200000,14221.9700000000,25497.6000000000,0.6010000000,23.5000000000
479,SZ15,2009-03-01,114.4130900000,22.6140200000,14779.2747000000,26029.1760000000,0.5460000000,24.0000000000
500,SZ15,2009-03-20,114.4130900000,22.6140200000,14757.0000000000,25540.0000000000,0.4910000000,24.5000000000
521,SZ15,2009-04-15,114.4130900000,22.6140200000,14140.5800000000,25339.0000000000,0.6310000000,24.3000000000
542,SZ15,2009-04-30,114.4130900000,22.6140200000,13836.8450000000,24197.6025000000,0.6310000000,24.4500000000
563,SZ15,2009-05-15,114.4130900000,22.6140200000,13533.1100000000,23056.2050000000,0.6310000000,24.6000000000
584,SZ15,2009-05-30,114.4130900000,22.6140200000,13437.8891509434,21862.6154708520,0.5390134529,21.7900000000
605,SZ15,2009-06-15,114.4130900000,22.6140200000,14481.1800000000,24817.0200000000,0.5910000000,23.9000000000
624,SZ15,2009-06-30,114.4130900000,22.6140200000,13404.5336538462,21644.7094594595,0.6323943662,22.1000000000
642,SZ15,2009-07-15,114.4130900000,22.6140200000,13760.5600000000,23761.8300000000,0.7010000000,24.6000000000
660,SZ15,2009-07-30,114.4130900000,22.6140200000,11539.4804878049,19206.8823529412,0.8777251185,22.7000000000
678,SZ15,2009-08-15,114.4130900000,22.6140200000,11183.7700000000,20377.5300000000,1.0010000000,25.1000000000
696,SZ15,2009-08-30,114.4130900000,22.6140200000,12742.7200000000,19074.5500000000,1.0010000000,25.1000000000
714,SZ15,2009-09-15,114.4130900000,22.6140200000,12742.7200000000,19074.5500000000,0.3510000000,24.7000000000
732,SZ15,2009-09-30,114.4130900000,22.6140200000,12644.8820754717,17635.4080717489,0.3510000000,24.7000000000
750,SZ15,2009-10-15,114.4130900000,22.6140200000,14064.4300000000,20252.4100000000,0.3100000000,24.1000000000
768,SZ15,2009-10-30,114.4130900000,22.6140200000,1306.5700000000,19985.5000000000,0.5600000000,24.1000000000
212,SZ15,2009-11-15,114.4130900000,22.6140200000,1224.3489708863,19079.0540631123,0.5310929312,
338,SZ15,2009-11-30,114.4130900000,22.6140200000,11805.8151907493,16841.0148783435,0.4800000000,
485,SZ15,2009-12-15,114.4130900000,22.6140200000,9601.4421010117,14640.6006247589,0.4274998548,
590,SZ15,2009-12-30,114.4130900000,22.6140200000,8733.1770490499,15495.7978741965,0.3686319960,
16,SZ16,2008-03-05,114.5183700000,22.4877460000,44.7834378855,52.0400572059,2.3869181017,
34,SZ16,2008-03-25,114.5183700000,22.4877460000,40.0396616865,49.1426497950,2.3461811507,
52,SZ16,2008-04-10,114.5183700000,22.4877460000,33.3053146814,42.9427260463,2.3153682060,
70,SZ16,2008-04-25,114.5183700000,22.4877460000,30.2200045306,43.4899928732,2.7736474481,
88,SZ16,2008-05-10,114.5183700000,22.4877460000,30.8136031293,42.6988544303,2.8355897959,
106,SZ16,2008-05-25,114.5183700000,22.4877460000,32.3990462416,40.4634294219,2.9273019329,
124,SZ16,2008-06-10,114.5183700000,22.4877460000,28.6011098207,31.8038646067,3.6677667853,
144,SZ16,2008-06-25,114.5183700000,22.4877460000,27.3911020408,21.8868713273,3.7357462528,26.1400000000
165,SZ16,2008-07-10,114.5183700000,22.4877460000,33.5600000000,18.2300000000,3.6635171090,27.2000000000
186,SZ16,2008-07-25,114.5183700000,22.4877460000,31.5200000000,20.5800000000,3.6386360300,26.7000000000
207,SZ16,2008-08-10,114.5183700000,22.4877460000,25.3100000000,23.6000000000,3.5910000000,26.4000000000
228,SZ16,2008-08-25,114.5183700000,22.4877460000,24.5304800000,20.7633920000,3.5060000000,26.2500000000
249,SZ16,2008-09-15,114.5183700000,22.4877460000,21.8640000000,16.3296000000,3.5060000000,26.2500000000
270,SZ16,2008-09-25,114.5183700000,22.4877460000,20.2400000000,10.4200000000,3.4210000000,26.1000000000
291,SZ16,2008-10-15,114.5183700000,22.4877460000,22.2007500000,16.0429500000,3.3810000000,26.0000000000
312,SZ16,2008-11-15,114.5183700000,22.4877460000,22.9935500000,85.8811000000,3.4460000000,25.7500000000
333,SZ16,2008-11-27,114.5183700000,22.4877460000,17.5800000000,135.5900000000,3.5510000000,25.6000000000
354,SZ16,2008-12-15,114.5183700000,22.4877460000,18.6337000000,125.7944500000,3.3310000000,24.1000000000
375,SZ16,2008-12-23,114.5183700000,22.4877460000,20.8400000000,123.7800000000,3.1110000000,22.6000000000
396,SZ16,2009-01-05,114.5183700000,22.4877460000,21.5115500000,147.8256000000,3.1255000000,22.6000000000
417,SZ16,2009-01-18,114.5183700000,22.4877460000,20.9300000000,163.2600000000,3.1400000000,22.6000000000
438,SZ16,2009-02-01,114.5183700000,22.4877460000,20.3376000000,139.2432000000,3.0575000000,22.6000000000
459,SZ16,2009-02-21,114.5183700000,22.4877460000,21.4400000000,126.8300000000,2.9750000000,22.6000000000
480,SZ16,2009-03-01,114.5183700000,22.4877460000,20.0430000000,126.0516000000,3.0250000000,23.0500000000
501,SZ16,2009-03-20,114.5183700000,22.4877460000,17.8600000000,120.3300000000,3.0750000000,23.5000000000
522,SZ16,2009-04-15,114.5183700000,22.4877460000,30.3700000000,139.0400000000,3.1350000000,23.7000000000
543,SZ16,2009-04-30,114.5183700000,22.4877460000,26.9950000000,140.1600000000,3.1350000000,23.9000000000
564,SZ16,2009-05-15,114.5183700000,22.4877460000,23.6200000000,141.2800000000,3.1350000000,24.1000000000
585,SZ16,2009-05-30,114.5183700000,22.4877460000,23.7334905660,137.9820627803,2.7544843049,22.0800000000
606,SZ16,2009-06-15,114.5183700000,22.4877460000,25.6700000000,158.0400000000,3.0500000000,24.5000000000
625,SZ16,2009-06-30,114.5183700000,22.4877460000,18.5384615385,21635.2820945946,3.1842723005,21.9000000000
643,SZ16,2009-07-15,114.5183700000,22.4877460000,17.1500000000,31967.5300000000,3.5050000000,24.1000000000
661,SZ16,2009-07-30,114.5183700000,22.4877460000,19.0585365854,7314.8930995475,3.4004739336,22.0500000000
679,SZ16,2009-08-15,114.5183700000,22.4877460000,20.3300000000,121.4300000000,3.6150000000,24.3000000000
697,SZ16,2009-08-30,114.5183700000,22.4877460000,23.7200000000,110.6400000000,3.6150000000,24.3000000000
715,SZ16,2009-09-15,114.5183700000,22.4877460000,23.7200000000,110.6400000000,3.5450000000,23.6000000000
733,SZ16,2009-09-30,114.5183700000,22.4877460000,28.3349056604,116.0224215247,3.5450000000,23.6000000000
751,SZ16,2009-10-15,114.5183700000,22.4877460000,36.3500000000,148.0900000000,3.3800000000,23.4000000000
769,SZ16,2009-10-30,114.5183700000,22.4877460000,39.6600000000,139.5800000000,3.5600000000,23.4000000000
219,SZ16,2009-11-15,114.5183700000,22.4877460000,43.1136853247,136.8176629445,3.2075745487,
345,SZ16,2009-11-30,114.5183700000,22.4877460000,28.5714605310,113.8435066524,3.1517383542,
415,SZ16,2009-12-15,114.5183700000,22.4877460000,30.5479687549,122.6446499331,3.0148401696,
597,SZ16,2009-12-30,114.5183700000,22.4877460000,27.1751706108,146.4852451688,2.8696232554,
17,SZ17,2008-03-05,114.5222100000,22.4832040000,56.2083757037,115.0887095287,0.3959404892,
35,SZ17,2008-03-25,114.5222100000,22.4832040000,58.2277131953,107.7580301849,0.3740381507,
53,SZ17,2008-04-10,114.5222100000,22.4832040000,57.6042953104,89.6255807324,0.3377161555,
71,SZ17,2008-04-25,114.5222100000,22.4832040000,51.2292387677,91.9699794259,0.7960955376,
89,SZ17,2008-05-10,114.5222100000,22.4832040000,52.5802339050,94.5308567051,0.8569012820,
107,SZ17,2008-05-25,114.5222100000,22.4832040000,53.5224235930,96.5840678207,0.9390530909,
125,SZ17,2008-06-10,114.5222100000,22.4832040000,48.4239184591,93.3870335351,1.6952877335,
145,SZ17,2008-06-25,114.5222100000,22.4832040000,45.7466775510,96.6530719352,1.7495432579,25.5500000000
166,SZ17,2008-07-10,114.5222100000,22.4832040000,47.2500000000,100.2500000000,1.6816194416,26.4000000000
187,SZ17,2008-07-25,114.5222100000,22.4832040000,38.5600000000,98.1000000000,1.6493113570,25.9000000000
208,SZ17,2008-08-10,114.5222100000,22.4832040000,41.0200000000,95.2400000000,1.6120000000,25.7000000000
229,SZ17,2008-08-25,114.5222100000,22.4832040000,42.5189440000,94.5576320000,1.5120000000,25.6500000000
250,SZ17,2008-09-15,114.5222100000,22.4832040000,40.7472000000,86.6016000000,1.5120000000,25.6500000000
271,SZ17,2008-09-25,114.5222100000,22.4832040000,43.8700000000,85.1800000000,1.4120000000,25.6000000000
292,SZ17,2008-10-15,114.5222100000,22.4832040000,44.3421000000,79.2247500000,1.2270000000,25.6000000000
313,SZ17,2008-11-15,114.5222100000,22.4832040000,45.9925500000,116.3193500000,1.1820000000,25.5750000000
334,SZ17,2008-11-27,114.5222100000,22.4832040000,38.6800000000,138.5600000000,1.3220000000,25.5500000000
355,SZ17,2008-12-15,114.5222100000,22.4832040000,38.9746000000,127.0215000000,1.2620000000,24.4250000000
376,SZ17,2008-12-23,114.5222100000,22.4832040000,41.6800000000,123.3400000000,1.2020000000,23.3000000000
397,SZ17,2009-01-05,114.5222100000,22.4832040000,39.4284000000,130.6297500000,1.3510000000,23.0000000000
418,SZ17,2009-01-18,114.5222100000,22.4832040000,34.8800000000,130.3100000000,1.5000000000,22.7000000000
439,SZ17,2009-02-01,114.5222100000,22.4832040000,33.8976000000,135.1104000000,1.4575000000,22.7000000000
460,SZ17,2009-02-21,114.5222100000,22.4832040000,35.7400000000,151.1700000000,1.4150000000,22.7000000000
481,SZ17,2009-03-01,114.5222100000,22.4832040000,34.6290000000,131.6259000000,1.4950000000,23.4500000000
502,SZ17,2009-03-20,114.5222100000,22.4832040000,32.1600000000,106.9200000000,1.5750000000,24.2000000000
523,SZ17,2009-04-15,114.5222100000,22.4832040000,40.4900000000,115.4100000000,1.6950000000,24.5000000000
544,SZ17,2009-04-30,114.5222100000,22.4832040000,40.4900000000,114.0350000000,1.6000000000,24.3500000000
565,SZ17,2009-05-15,114.5222100000,22.4832040000,40.4900000000,112.6600000000,1.5050000000,24.2000000000
586,SZ17,2009-05-30,114.5222100000,22.4832040000,50.8207547170,154.3071748879,1.7130044843,22.1700000000
607,SZ17,2009-06-15,114.5222100000,22.4832040000,58.3300000000,191.8500000000,2.0450000000,24.6000000000
626,SZ17,2009-06-30,114.5222100000,22.4832040000,53.6129807692,134.5540540541,1.6737089202,21.9900000000
644,SZ17,2009-07-15,114.5222100000,22.4832040000,54.9000000000,135.1900000000,1.6950000000,24.2000000000
662,SZ17,2009-07-30,114.5222100000,22.4832040000,40.6609756098,99.1040723982,1.7630331754,22.4100000000
680,SZ17,2009-08-15,114.5222100000,22.4832040000,37.2700000000,100.9500000000,1.9150000000,24.8000000000
698,SZ17,2009-08-30,114.5222100000,22.4832040000,37.2700000000,98.9800000000,1.9150000000,24.8000000000
716,SZ17,2009-09-15,114.5222100000,22.4832040000,37.2700000000,98.9800000000,1.9550000000,24.5000000000
734,SZ17,2009-09-30,114.5222100000,22.4832040000,35.1603773585,98.7399103139,1.9550000000,24.5000000000
752,SZ17,2009-10-15,114.5222100000,22.4832040000,37.2700000000,121.2100000000,1.6800000000,24.6000000000
770,SZ17,2009-10-30,114.5222100000,22.4832040000,35.1200000000,120.5500000000,1.5900000000,24.6000000000
226,SZ17,2009-11-15,114.5222100000,22.4832040000,35.8413576380,116.8963888423,1.5017271211,
352,SZ17,2009-11-30,114.5222100000,22.4832040000,38.7951171626,101.1611791636,1.4692715736,
422,SZ17,2009-12-15,114.5222100000,22.4832040000,39.4036671367,99.7244571260,1.2475242945,
604,SZ17,2009-12-30,114.5222100000,22.4832040000,50.7863050859,119.1461695784,1.1100000000,
146,sz18,2008-06-25,114.5244900000,22.4797300000,23.0139755102,34.2187213779,3.3377132870,26.7300000000
209,sz18,2008-08-10,114.5244900000,22.4797300000,18.6400000000,30.9700000000,3.2010000000,26.8000000000
230,sz18,2008-08-25,114.5244900000,22.4797300000,20.2408960000,32.9349280000,2.9860000000,26.8500000000
251,sz18,2008-09-15,114.5244900000,22.4797300000,20.2848000000,32.3664000000,2.9860000000,26.8500000000
272,sz18,2008-09-25,114.5244900000,22.4797300000,23.6200000000,36.4600000000,2.7710000000,26.9000000000
293,sz18,2008-10-15,114.5244900000,22.4797300000,22.1364000000,33.0214500000,2.5510000000,26.4000000000
314,sz18,2008-11-15,114.5244900000,22.4797300000,36.4114500000,72.9918500000,2.1760000000,25.8750000000
335,sz18,2008-11-27,114.5244900000,22.4797300000,45.7100000000,103.6800000000,2.0210000000,25.8500000000
356,sz18,2008-12-15,114.5244900000,22.4797300000,64.2916000000,150.5634000000,1.9510000000,24.9250000000
377,sz18,2008-12-23,114.5244900000,22.4797300000,86.8500000000,206.7600000000,1.8810000000,24.0000000000
398,sz18,2009-01-05,114.5244900000,22.4797300000,55.5067000000,140.3529500000,1.7855000000,24.5000000000
419,sz18,2009-01-18,114.5244900000,22.4797300000,20.9300000000,65.7700000000,1.6900000000,25.0000000000
440,sz18,2009-02-01,114.5244900000,22.4797300000,20.3376000000,69.2928000000,1.3905000000,25.1500000000
461,sz18,2009-02-21,114.5244900000,22.4797300000,21.4400000000,78.5900000000,1.0910000000,25.3000000000
482,sz18,2009-03-01,114.5244900000,22.4797300000,21.2568000000,75.4851000000,1.2710000000,25.3000000000
503,sz18,2009-03-20,114.5244900000,22.4797300000,20.2400000000,69.4200000000,1.4510000000,25.3000000000
524,sz18,2009-04-15,114.5244900000,22.4797300000,26.9900000000,87.0800000000,1.4010000000,25.1000000000
545,sz18,2009-04-30,114.5244900000,22.4797300000,21.9300000000,89.8000000000,1.4760000000,24.5500000000
566,sz18,2009-05-15,114.5244900000,22.4797300000,16.8700000000,92.5200000000,1.4910000000,24.0000000000
587,sz18,2009-05-30,114.5244900000,22.4797300000,13.6863207547,72.4103139013,1.6869955157,22.3300000000
608,sz18,2009-06-15,114.5244900000,22.4797300000,13.7200000000,76.8100000000,2.0110000000,24.9000000000
627,sz18,2009-06-30,114.5244900000,22.4797300000,15.6658653846,65.7725225225,2.3319248826,21.9200000000
645,sz18,2009-07-15,114.5244900000,22.4797300000,17.1500000000,71.7400000000,2.6410000000,24.0000000000
663,sz18,2009-07-30,114.5244900000,22.4797300000,31.4536585366,87.6368778281,2.5886255924,22.4300000000
681,sz18,2009-08-15,114.5244900000,22.4797300000,37.2700000000,105.2050000000,2.6610000000,24.9000000000
18,SZ18,2008-03-05,114.5244900000,22.4797300000,43.3816871758,98.9851806558,1.9839034311,
36,SZ18,2008-03-25,114.5244900000,22.4797300000,39.1935347982,81.5726992506,1.9659085820,
54,SZ18,2008-04-10,114.5244900000,22.4797300000,35.4621018843,69.6661055071,1.9373797279,
72,SZ18,2008-04-25,114.5244900000,22.4797300000,28.4580023483,59.6069736579,2.3899619469,
90,SZ18,2008-05-10,114.5244900000,22.4797300000,26.0924211463,47.7721978516,2.4511663100,
108,SZ18,2008-05-25,114.5244900000,22.4797300000,23.2023594250,48.0689320348,2.5404897539,
126,SZ18,2008-06-10,114.5244900000,22.4797300000,24.6343327801,39.0948704135,3.2872174676,
167,SZ18,2008-07-10,114.5244900000,22.4797300000,28.2000000000,48.6900000000,3.2639243219,26.9000000000
188,SZ18,2008-07-25,114.5244900000,22.4797300000,20.5400000000,42.1500000000,3.2459569400,27.0000000000
699,SZ18,2009-08-30,114.5244900000,22.4797300000,16.9400000000,58.1600000000,2.5410000000,24.9000000000
717,SZ18,2009-09-15,114.5244900000,22.4797300000,16.9400000000,58.1600000000,2.3510000000,24.2000000000
735,SZ18,2009-09-30,114.5244900000,22.4797300000,15.9811320755,50.6278026906,2.4810000000,24.2000000000
753,SZ18,2009-10-15,114.5244900000,22.4797300000,16.9400000000,54.7400000000,2.2100000000,24.5000000000
771,SZ18,2009-10-30,114.5244900000,22.4797300000,18.2000000000,58.2000000000,2.1400000000,24.5000000000
233,SZ18,2009-11-15,114.5244900000,22.4797300000,25.9737597989,64.3922703145,2.0898038694,
359,SZ18,2009-11-30,114.5244900000,22.4797300000,15.1559518312,63.8504932287,2.0200000000,
429,SZ18,2009-12-15,114.5244900000,22.4797300000,22.2076664969,69.8685925676,1.9300000000,
611,SZ18,2009-12-30,114.5244900000,22.4797300000,34.8117692267,103.5377780076,1.7910000000,
2,SZ2,2008-03-05,113.8183100000,22.6952300000,31.9595871640,80.7418627983,7.3549362418,
20,SZ2,2008-03-25,113.8183100000,22.6952300000,33.9145960506,62.6807106224,7.6344362950,
38,SZ2,2008-04-10,113.8183100000,22.6952300000,28.2840586932,45.4249475082,7.6036234860,
56,SZ2,2008-04-25,113.8183100000,22.6952300000,25.0143638456,33.8428167342,8.0551023101,
74,SZ2,2008-05-10,113.8183100000,22.6952300000,24.7465014077,31.2862015622,8.1168786954,
92,SZ2,2008-05-25,113.8183100000,22.6952300000,23.7650813299,26.4220639808,8.2075796555,
110,SZ2,2008-06-10,113.8183100000,22.6952300000,24.7409250059,12.2306473347,8.9412639009,
128,SZ2,2008-06-25,113.8183100000,22.6952300000,19.4915591837,10.9555967579,9.0085166092,26.4400000000
148,SZ2,2008-07-10,113.8183100000,22.6952300000,18.2400000000,15.0000000000,8.9468628866,27.0000000000
169,SZ2,2008-07-25,113.8183100000,22.6952300000,16.8600000000,9.8800000000,8.9056608822,27.1000000000
190,SZ2,2008-08-10,113.8183100000,22.6952300000,17.4400000000,8.0500000000,8.8700000000,26.7000000000
211,SZ2,2008-08-25,113.8183100000,22.6952300000,16.7889280000,9.9742240000,8.8550000000,26.5500000000
232,SZ2,2008-09-15,113.8183100000,22.6952300000,14.8464000000,11.1312000000,8.8550000000,26.5500000000
253,SZ2,2008-09-25,113.8183100000,22.6952300000,13.4900000000,15.1400000000,8.8400000000,26.4000000000
274,SZ2,2008-10-15,113.8183100000,22.6952300000,15.3796500000,33.1897500000,8.7350000000,26.4000000000
295,SZ2,2008-11-15,113.8183100000,22.6952300000,19.0477500000,68.0868500000,8.6550000000,26.1000000000
316,SZ2,2008-11-27,113.8183100000,22.6952300000,17.3700000000,73.0200000000,8.6800000000,25.8000000000
337,SZ2,2008-12-15,113.8183100000,22.6952300000,13.4781500000,66.1055000000,8.6400000000,25.5500000000
358,SZ2,2008-12-23,113.8183100000,22.6952300000,10.4200000000,63.2800000000,8.6000000000,25.3000000000
379,SZ2,2009-01-05,113.8183100000,22.6952300000,41.2927000000,150.7920000000,8.5150000000,25.4500000000
400,SZ2,2009-01-18,113.8183100000,22.6952300000,69.7600000000,229.5200000000,8.4300000000,25.6000000000
421,SZ2,2009-02-01,113.8183100000,22.6952300000,38.6304000000,144.7728000000,8.4300000000,24.8000000000
442,SZ2,2009-02-21,113.8183100000,22.6952300000,10.7200000000,72.0900000000,8.4300000000,24.0000000000
463,SZ2,2009-03-01,113.8183100000,22.6952300000,14.0709000000,75.6432000000,8.5650000000,24.4500000000
484,SZ2,2009-03-20,113.8183100000,22.6952300000,16.8700000000,76.2300000000,8.7000000000,24.9000000000
505,SZ2,2009-04-15,113.8183100000,22.6952300000,26.9900000000,98.4400000000,8.6500000000,24.4000000000
526,SZ2,2009-04-30,113.8183100000,22.6952300000,20.2400000000,84.8300000000,8.6450000000,24.3000000000
547,SZ2,2009-05-15,113.8183100000,22.6952300000,13.4900000000,71.2200000000,8.6400000000,24.2000000000
568,SZ2,2009-05-30,113.8183100000,22.6952300000,12.8891509434,66.8206278027,7.8363228700,22.1700000000
589,SZ2,2009-06-15,113.8183100000,22.6952300000,13.7200000000,75.6000000000,8.7700000000,24.6000000000
610,SZ2,2009-06-30,113.8183100000,22.6952300000,13.1923076923,62.4594594595,8.2488262911,21.9900000000
629,SZ2,2009-07-15,113.8183100000,22.6952300000,13.7200000000,67.2400000000,8.7900000000,24.2000000000
647,SZ2,2009-07-30,113.8183100000,22.6952300000,13.2609756098,59.3947963801,8.3530805687,22.2000000000
665,SZ2,2009-08-15,113.8183100000,22.6952300000,13.5500000000,65.0950000000,8.8200000000,24.5000000000
683,SZ2,2009-08-30,113.8183100000,22.6952300000,169.4500000000,287.0300000000,8.8200000000,24.5000000000
701,SZ2,2009-09-15,113.8183100000,22.6952300000,169.4500000000,287.0300000000,8.6900000000,24.7000000000
719,SZ2,2009-09-30,113.8183100000,22.6952300000,87.9198113208,153.8161434978,8.6100000000,24.7000000000
737,SZ2,2009-10-15,113.8183100000,22.6952300000,16.9400000000,55.9800000000,8.5700000000,24.1000000000
755,SZ2,2009-10-30,113.8183100000,22.6952300000,17.5400000000,58.6200000000,8.0500000000,24.1000000000
773,SZ2,2009-11-15,113.8183100000,22.6952300000,24.0229485510,59.4660026895,7.9545183683,
247,SZ2,2009-11-30,113.8183100000,22.6952300000,86.2286711219,157.8155135306,7.7600000000,
443,SZ2,2009-12-15,113.8183100000,22.6952300000,74.7643084907,176.7790636151,7.5400000000,
499,SZ2,2009-12-30,113.8183100000,22.6952300000,75.0329280704,170.6440082141,7.4800000000,
3,SZ3,2008-03-05,113.8702600000,22.5747100000,71.5216440639,182.3890375400,0.4445392268,
21,SZ3,2008-03-25,113.8702600000,22.5747100000,76.3547235838,161.3023888685,0.4127094165,
39,SZ3,2008-04-10,113.8702600000,22.5747100000,74.8682687539,141.8069320291,0.3822916802,
57,SZ3,2008-04-25,113.8702600000,22.5747100000,75.6219489753,144.8308616285,0.8271836357,
75,SZ3,2008-05-10,113.8702600000,22.5747100000,75.4370790636,138.5977847442,0.8925224394,
93,SZ3,2008-05-25,113.8702600000,22.5747100000,77.0902437226,130.2481384056,0.9870509004,
111,SZ3,2008-06-10,113.8702600000,22.5747100000,73.9737289800,130.4627629052,1.7381193429,
129,SZ3,2008-06-25,113.8702600000,22.5747100000,76.3753142857,127.8292583587,1.7903527963,25.3500000000
150,SZ3,2008-07-10,113.8702600000,22.5747100000,74.1000000000,145.2600000000,1.7112066741,27.1000000000
171,SZ3,2008-07-25,113.8702600000,22.5747100000,77.2000000000,136.5000000000,1.6967303758,26.8000000000
192,SZ3,2008-08-10,113.8702600000,22.5747100000,76.7400000000,132.8100000000,1.6500000000,25.6000000000
213,SZ3,2008-08-25,113.8702600000,22.5747100000,72.5350080000,125.3285280000,1.7600000000,25.4500000000
234,SZ3,2008-09-15,113.8702600000,22.5747100000,62.7504000000,108.2064000000,1.7600000000,25.4500000000
255,SZ3,2008-09-25,113.8702600000,22.5747100000,53.9900000000,92.6200000000,1.8700000000,25.3000000000
